CIDADE;UF;ANOMES;RENDA;POPULACAO;LEADS;PEDIDOS;RESTAURANTES;CHURN;REATIVACAO;CHS;MUB;IBGE_TIPO_MUNICIPIO;RECEITA_RESTAURANTE_ATIVO
CONCHAL;SP;202401;1000;28491;2;37;2;0;1;1142;300;Centro Local;48
CONCHAL;SP;202402;1000;28491;6;106;5;0;0;1142;64;Centro Local;48
CONCHAL;SP;202403;1000;28491;9;193;7;1;0;1142;319;Centro Local;48
CONCHAS;SP;202401;1000;18138;3;73;2;0;0;1121;30;Centro Local;40
CONCHAS;SP;202402;1000;18138;7;40;3;2;1;1121;334;Centro Local;40
CONCHAS;SP;202403;1000;18138;9;37;4;3;3;1121;102;Centro Local;40
CORDEIROPOLIS;SP;202401;8000;25116;13;181;6;2;1;1399;344;Centro Local;59
CORDEIROPOLIS;SP;202402;8000;25116;15;178;8;3;5;1399;42;Centro Local;59
CORDEIROPOLIS;SP;202403;8000;25116;17;335;13;2;6;1399;41;Centro Local;59
COROADOS;SP;202401;1000;6197;3;44;2;1;0;480;120;Centro Sub-Regional;11
COROADOS;SP;202402;1000;6197;7;28;2;2;1;480;14;Centro Sub-Regional;11
COROADOS;SP;202403;1000;6197;11;218;8;0;3;480;104;Centro Sub-Regional;11
CORONEL MACEDO;SP;202401;1000;4591;2;41;2;0;0;70;6;Centro Local;11
CORONEL MACEDO;SP;202402;1000;4591;3;57;2;0;0;70;7;Centro Local;11
CORONEL MACEDO;SP;202403;1000;4591;4;31;2;1;0;70;15;Centro Local;11
CORUMBATAI;SP;202401;4000;4072;2;19;2;0;0;86;4;Centro Local;7
CORUMBATAI;SP;202402;4000;4072;3;31;2;1;0;86;2;Centro Local;7
CORUMBATAI;SP;202403;4000;4072;4;54;4;0;1;86;10;Centro Local;7
COSMOPOLIS;SP;202401;1000;74662;14;153;9;0;1;6082;361;Metrópole;135
COSMOPOLIS;SP;202402;1000;74662;21;404;16;3;5;6082;1256;Metrópole;135
COSMOPOLIS;SP;202403;1000;74662;31;397;23;3;2;6082;1079;Metrópole;135
COSMORAMA;SP;202401;3000;7289;3;17;1;2;0;527;20;Centro Local;13
COSMORAMA;SP;202402;3000;7289;5;42;3;0;1;527;6;Centro Local;13
COSMORAMA;SP;202403;3000;7289;6;120;4;1;1;527;135;Centro Local;13
COTIA;SP;202401;3000;257882;68;908;40;10;6;15680;1009;Metrópole;689
COTIA;SP;202402;3000;257882;94;1655;61;16;19;15680;439;Metrópole;689
COTIA;SP;202403;3000;257882;131;2156;89;23;21;15680;1444;Metrópole;689
CRAVINHOS;SP;202401;2000;35858;12;208;8;1;2;2086;170;Capital Regional;91
CRAVINHOS;SP;202402;2000;35858;18;259;11;3;2;2086;623;Capital Regional;91
CRAVINHOS;SP;202403;2000;35858;22;270;14;4;5;2086;14;Capital Regional;91
CRISTAIS PAULISTA;SP;202401;1000;8803;2;70;2;0;0;461;22;Capital Regional;22
CRISTAIS PAULISTA;SP;202402;1000;8803;4;9;2;1;0;461;121;Capital Regional;22
CRISTAIS PAULISTA;SP;202403;1000;8803;6;68;4;1;1;461;30;Capital Regional;22
CRUZALIA;SP;202401;3000;2021;1;22;1;0;0;136;27;Centro Local;4
CRUZALIA;SP;202402;3000;2021;1;1;1;0;0;136;0;Centro Local;4
CRUZALIA;SP;202403;3000;2021;1;28;1;0;0;136;28;Centro Local;4
CRUZEIRO;SP;202401;1000;82895;16;224;10;3;1;228;58;Centro Sub-Regional;221
CRUZEIRO;SP;202402;1000;82895;29;563;18;3;3;228;52;Centro Sub-Regional;221
CRUZEIRO;SP;202403;1000;82895;37;450;19;8;5;228;57;Centro Sub-Regional;221
CUBATAO;SP;202401;8000;132521;19;272;14;0;0;3440;771;Capital Regional;337
CUBATAO;SP;202402;8000;132521;31;546;22;5;3;3440;890;Capital Regional;337
CUBATAO;SP;202403;8000;132521;43;731;28;10;8;3440;965;Capital Regional;337
CUNHA;SP;202401;1000;21373;12;125;8;2;0;341;95;Centro Local;57
CUNHA;SP;202402;1000;21373;16;290;7;3;2;341;26;Centro Local;57
CUNHA;SP;202403;1000;21373;23;414;16;4;8;341;98;Centro Local;57
DESCALVADO;SP;202401;3000;34097;12;143;9;0;2;1494;357;Centro Local;84
DESCALVADO;SP;202402;3000;34097;18;174;10;3;2;1494;21;Centro Local;84
DESCALVADO;SP;202403;3000;34097;31;539;22;1;6;1494;411;Centro Local;84
DIADEMA;SP;202401;2000;429550;73;975;46;10;9;5945;214;Metrópole;933
DIADEMA;SP;202402;2000;429550;114;1635;69;21;16;5945;1074;Metrópole;933
DIADEMA;SP;202403;2000;429550;150;2434;98;26;35;5945;171;Metrópole;933
DIRCE REIS;SP;202401;1000;1805;1;1;1;0;0;131;12;Centro Sub-Regional;6
DIRCE REIS;SP;202402;1000;1805;1;7;1;0;0;131;17;Centro Sub-Regional;6
DIRCE REIS;SP;202403;1000;1805;3;0;0;1;0;131;0;Centro Sub-Regional;6
DIVINOLANDIA;SP;202401;2000;11027;10;227;8;1;0;946;67;Centro Local;24
DIVINOLANDIA;SP;202402;2000;11027;13;203;10;1;1;946;20;Centro Local;24
DIVINOLANDIA;SP;202403;2000;11027;16;292;12;1;2;946;181;Centro Local;24
DOBRADA;SP;202401;1000;9088;2;0;0;0;0;748;0;Centro Sub-Regional;20
DOBRADA;SP;202402;1000;9088;3;86;3;0;2;748;69;Centro Sub-Regional;20
DOBRADA;SP;202403;1000;9088;4;88;3;1;0;748;156;Centro Sub-Regional;20
DOIS CORREGOS;SP;202401;1000;27704;15;266;9;2;4;924;200;Centro Local;68
DOIS CORREGOS;SP;202402;1000;27704;20;207;9;6;3;924;95;Centro Local;68
DOIS CORREGOS;SP;202403;1000;27704;22;222;12;4;5;924;174;Centro Local;68
DOLCINOPOLIS;SP;202403;1000;2108;1;6;1;0;0;86;11;Centro Local;4
DOURADO;SP;202401;4000;8883;3;0;0;2;0;299;0;Centro Local;36
DOURADO;SP;202402;4000;8883;4;84;4;0;3;299;67;Centro Local;36
DOURADO;SP;202403;4000;8883;7;87;6;1;0;299;0;Centro Local;36
DRACENA;SP;202401;1000;47287;17;280;13;2;5;574;50;Centro Sub-Regional;125
DRACENA;SP;202402;1000;47287;22;328;17;3;3;574;112;Centro Sub-Regional;125
DRACENA;SP;202403;1000;47287;31;449;20;6;3;574;167;Centro Sub-Regional;125
DUARTINA;SP;202401;1000;12421;3;108;3;0;0;268;48;Centro Local;47
DUARTINA;SP;202402;1000;12421;6;95;5;1;0;268;65;Centro Local;47
DUARTINA;SP;202403;1000;12421;7;24;2;4;0;268;62;Centro Local;47
DUMONT;SP;202401;1000;10174;5;57;5;0;1;896;247;Centro Local;24
DUMONT;SP;202402;1000;10174;6;107;5;1;0;896;111;Centro Local;24
DUMONT;SP;202403;1000;10174;6;76;4;2;1;896;25;Centro Local;24
ECHAPORA;SP;202401;1000;6026;6;132;3;1;1;434;110;Centro Local;23
ECHAPORA;SP;202402;1000;6026;7;109;5;1;3;434;125;Centro Local;23
ECHAPORA;SP;202403;1000;6026;8;67;5;1;0;434;92;Centro Local;23
ELDORADO;SP;202401;1000;15592;5;87;3;1;1;1347;362;Centro Local;27
ELDORADO;SP;202402;1000;15592;8;95;4;1;0;1347;184;Centro Local;27
ELDORADO;SP;202403;1000;15592;13;212;7;1;2;1347;374;Centro Local;27
ELIAS FAUSTO;SP;202401;2000;18095;7;127;5;0;2;1234;111;Centro Local;45
ELIAS FAUSTO;SP;202402;2000;18095;10;174;6;4;2;1234;164;Centro Local;45
ELIAS FAUSTO;SP;202403;2000;18095;11;143;6;3;2;1234;237;Centro Local;45
ELISIARIO;SP;202401;1000;3742;1;23;1;0;0;327;31;Capital Regional;4
ELISIARIO;SP;202402;1000;3742;1;26;1;0;0;327;34;Capital Regional;4
ELISIARIO;SP;202403;1000;3742;1;0;0;1;0;327;0;Capital Regional;4
EMBAUBA;SP;202401;1000;2446;2;39;2;0;0;191;50;Capital Regional;4
EMBAUBA;SP;202402;1000;2446;3;50;3;0;0;191;16;Capital Regional;4
EMBAUBA;SP;202403;1000;2446;4;41;2;1;0;191;48;Capital Regional;4
EMBU DAS ARTES;SP;202401;2000;279264;44;617;28;6;4;11111;3104;Metrópole;594
EMBU DAS ARTES;SP;202402;2000;279264;69;760;36;16;6;11111;2938;Metrópole;594
EMBU DAS ARTES;SP;202403;2000;279264;93;1656;61;18;22;11111;974;Metrópole;594
EMBU-GUACU;SP;202401;1000;70402;9;68;4;1;1;3576;621;Metrópole;140
EMBU-GUACU;SP;202402;1000;70402;12;215;9;1;3;3576;939;Metrópole;140
EMBU-GUACU;SP;202403;1000;70402;19;268;13;3;3;3576;88;Metrópole;140
EMILIANOPOLIS;SP;202401;1000;3238;1;0;0;0;0;277;0;Capital Regional;6
EMILIANOPOLIS;SP;202402;1000;3238;2;0;0;0;0;277;0;Capital Regional;6
EMILIANOPOLIS;SP;202403;1000;3238;3;89;3;0;2;277;82;Capital Regional;6
ENGENHEIRO COELHO;SP;202401;1000;21712;5;106;4;1;1;2168;223;Centro Local;48
ENGENHEIRO COELHO;SP;202402;1000;21712;7;72;4;2;1;2168;560;Centro Local;48
ENGENHEIRO COELHO;SP;202403;1000;21712;8;135;4;3;3;2168;228;Centro Local;48
ESPIRITO SANTO DO PINHAL;SP;202401;2000;44607;12;156;8;2;5;3568;502;Centro de Zona;98
ESPIRITO SANTO DO PINHAL;SP;202402;2000;44607;18;200;8;4;2;3568;320;Centro de Zona;98
ESPIRITO SANTO DO PINHAL;SP;202403;2000;44607;24;276;14;5;6;3568;1041;Centro de Zona;98
ESPIRITO SANTO DO TURVO;SP;202401;1000;4926;2;0;0;0;0;349;0;Centro Local;9
ESPIRITO SANTO DO TURVO;SP;202402;1000;4926;2;38;1;0;1;349;25;Centro Local;9
ESPIRITO SANTO DO TURVO;SP;202403;1000;4926;2;24;2;0;1;349;54;Centro Local;9
ESTIVA GERBI;SP;202401;1000;11507;3;23;2;0;0;1051;182;Centro Sub-Regional;20
ESTIVA GERBI;SP;202402;1000;11507;4;92;4;0;1;1051;0;Centro Sub-Regional;20
ESTIVA GERBI;SP;202403;1000;11507;5;54;3;2;0;1051;67;Centro Sub-Regional;20
ESTRELA DO NORTE;SP;202401;1000;2774;1;12;1;0;0;92;3;Capital Regional;7
ESTRELA DO NORTE;SP;202402;1000;2774;1;58;1;0;0;92;13;Capital Regional;7
ESTRELA DO NORTE;SP;202403;1000;2774;4;74;2;1;0;92;16;Capital Regional;7
ESTRELA D'OESTE;SP;202401;4000;8420;6;70;4;1;0;459;16;Centro Local;12
ESTRELA D'OESTE;SP;202402;4000;8420;7;88;4;2;2;459;87;Centro Local;12
ESTRELA D'OESTE;SP;202403;4000;8420;7;195;6;0;2;459;104;Centro Local;12
EUCLIDES DA CUNHA PAULISTA;SP;202401;1000;9280;6;96;3;1;0;459;18;Centro Local;9
EUCLIDES DA CUNHA PAULISTA;SP;202402;1000;9280;8;66;3;3;2;459;9;Centro Local;9
EUCLIDES DA CUNHA PAULISTA;SP;202403;1000;9280;10;139;6;1;3;459;97;Centro Local;9
FARTURA;SP;202401;1000;16102;5;67;3;1;2;449;16;Centro Local;61
FARTURA;SP;202402;1000;16102;8;138;5;2;1;449;93;Centro Local;61
FARTURA;SP;202403;1000;16102;14;274;9;3;3;449;56;Centro Local;61
FERNANDO PRESTES;SP;202401;1000;5805;3;32;2;1;0;365;28;Centro Local;17
FERNANDO PRESTES;SP;202402;1000;5805;6;88;4;1;1;365;23;Centro Local;17
FERNANDO PRESTES;SP;202403;1000;5805;10;162;5;1;0;365;40;Centro Local;17
FERNANDOPOLIS;SP;202401;1000;69680;18;268;15;1;4;4607;1292;Centro Sub-Regional;163
FERNANDOPOLIS;SP;202402;1000;69680;29;297;13;10;2;4607;617;Centro Sub-Regional;163
FERNANDOPOLIS;SP;202403;1000;69680;37;624;26;6;12;4607;672;Centro Sub-Regional;163
FERNAO;SP;202401;2000;1739;1;0;0;0;0;54;0;Centro Local;3
FERNAO;SP;202402;2000;1739;1;10;1;0;1;54;2;Centro Local;3
FERNAO;SP;202403;2000;1739;1;0;0;1;0;54;0;Centro Local;3
FERRAZ DE VASCONCELOS;SP;202401;1000;198661;25;413;16;3;3;1434;61;Metrópole;386
FERRAZ DE VASCONCELOS;SP;202402;1000;198661;34;568;19;9;7;1434;300;Metrópole;386
FERRAZ DE VASCONCELOS;SP;202403;1000;198661;45;781;34;4;13;1434;113;Metrópole;386
FLORA RICA;SP;202401;1000;1397;1;0;0;0;0;54;0;Centro Local;2
FLORA RICA;SP;202402;1000;1397;1;10;1;0;1;54;4;Centro Local;2
FLORA RICA;SP;202403;1000;1397;2;40;1;1;0;54;3;Centro Local;2
FLOREAL;SP;202401;1000;2884;1;22;1;0;1;63;11;Centro Local;7
FLOREAL;SP;202402;1000;2884;2;50;2;0;0;63;7;Centro Local;7
FLOREAL;SP;202403;1000;2884;4;82;3;0;0;63;10;Centro Local;7
FLORIDA PAULISTA;SP;202401;1000;14936;8;135;5;2;0;915;160;Centro Local;32
FLORIDA PAULISTA;SP;202402;1000;14936;9;96;4;3;2;915;272;Centro Local;32
FLORIDA PAULISTA;SP;202403;1000;14936;15;310;12;0;2;915;219;Centro Local;32
FLORINEA;SP;202401;3000;2631;1;32;1;0;1;98;19;Centro Local;10
FLORINEA;SP;202402;3000;2631;2;5;1;1;0;98;24;Centro Local;10
FLORINEA;SP;202403;3000;2631;3;60;2;0;0;98;8;Centro Local;10
FRANCA;SP;202401;1000;358539;104;1252;62;11;11;33013;4870;Capital Regional;786
FRANCA;SP;202402;1000;358539;158;2489;110;20;25;33013;2501;Capital Regional;786
FRANCA;SP;202403;1000;358539;209;3160;138;35;36;33013;7780;Capital Regional;786
FRANCISCO MORATO;SP;202401;1000;179372;25;236;12;6;1;7079;1811;Metrópole;307
FRANCISCO MORATO;SP;202402;1000;179372;39;715;28;3;11;7079;93;Metrópole;307
FRANCISCO MORATO;SP;202403;1000;179372;46;592;29;11;7;7079;150;Metrópole;307
FRANCO DA ROCHA;SP;202401;1000;158438;19;308;13;4;3;7451;1771;Metrópole;314
FRANCO DA ROCHA;SP;202402;1000;158438;31;409;19;7;5;7451;1515;Metrópole;314
FRANCO DA ROCHA;SP;202403;1000;158438;50;878;37;5;9;7451;1379;Metrópole;314
GABRIEL MONTEIRO;SP;202401;1000;2776;1;4;1;0;0;102;1;Centro Local;2
GABRIEL MONTEIRO;SP;202402;1000;2776;2;57;2;0;0;102;7;Centro Local;2
GABRIEL MONTEIRO;SP;202403;1000;2776;2;36;2;0;0;102;17;Centro Local;2
GALIA;SP;202401;1000;6419;4;65;2;0;0;113;15;Centro Local;18
GALIA;SP;202402;1000;6419;6;55;4;0;1;113;2;Centro Local;18
GALIA;SP;202403;1000;6419;6;102;5;0;1;113;24;Centro Local;18
GARCA;SP;202401;1000;44429;12;148;8;1;3;3269;172;Centro de Zona;116
GARCA;SP;202402;1000;44429;18;346;15;1;4;3269;235;Centro de Zona;116
GARCA;SP;202403;1000;44429;24;240;12;9;2;3269;202;Centro de Zona;116
GASTAO VIDIGAL;SP;202401;1000;4911;2;20;1;1;1;157;34;Centro Local;9
GASTAO VIDIGAL;SP;202402;1000;4911;5;31;2;0;0;157;16;Centro Local;9
GASTAO VIDIGAL;SP;202403;1000;4911;5;98;5;0;3;157;27;Centro Local;9
GAVIAO PEIXOTO;SP;202401;1000;4841;1;0;0;0;0;258;0;Capital Regional;11
GAVIAO PEIXOTO;SP;202402;1000;4841;1;0;0;0;0;258;0;Capital Regional;11
GAVIAO PEIXOTO;SP;202403;1000;4841;2;78;2;0;1;258;53;Capital Regional;11
GENERAL SALGADO;SP;202401;1000;10855;4;138;4;0;0;285;74;Centro Local;28
GENERAL SALGADO;SP;202402;1000;10855;6;146;4;1;0;285;61;Centro Local;28
GENERAL SALGADO;SP;202403;1000;10855;10;55;6;2;1;285;55;Centro Local;28
GETULINA;SP;202401;1000;11485;4;18;3;1;0;910;107;Centro Local;30
GETULINA;SP;202402;1000;11485;8;135;5;1;0;910;39;Centro Local;30
GETULINA;SP;202403;1000;11485;10;163;6;3;3;910;32;Centro Local;30
GLICERIO;SP;202401;1000;4842;1;0;0;0;0;460;0;Centro Local;5
GLICERIO;SP;202402;1000;4842;2;19;1;0;1;460;136;Centro Local;5
GLICERIO;SP;202403;1000;4842;2;28;1;1;1;460;131;Centro Local;5
GUAICARA;SP;202401;1000;12416;4;64;4;0;0;85;4;Centro Local;30
GUAICARA;SP;202402;1000;12416;7;87;3;1;0;85;8;Centro Local;30
GUAICARA;SP;202403;1000;12416;7;66;4;1;2;85;6;Centro Local;30
GUAIMBE;SP;202402;3000;5806;1;21;1;0;0;338;90;Centro Local;14
GUAIMBE;SP;202403;3000;5806;2;8;1;0;0;338;99;Centro Local;14
GUAIRA;SP;202401;3000;41283;12;227;8;1;1;2027;199;Centro Local;115
GUAIRA;SP;202402;3000;41283;19;294;13;2;3;2027;99;Centro Local;115
GUAIRA;SP;202403;3000;41283;22;190;11;8;3;2027;510;Centro Local;115
GUAPIACU;SP;202401;2000;22087;8;63;6;1;1;797;215;Capital Regional;53
GUAPIACU;SP;202402;2000;22087;9;81;6;0;0;797;35;Capital Regional;53
GUAPIACU;SP;202403;2000;22087;15;205;9;1;1;797;174;Capital Regional;53
GUAPIARA;SP;202401;1000;16896;10;145;6;1;1;1135;111;Centro Local;31
GUAPIARA;SP;202402;1000;16896;15;346;13;2;4;1135;270;Centro Local;31
GUAPIARA;SP;202403;1000;16896;19;430;15;2;2;1135;276;Centro Local;31
GUARA;SP;202401;1000;21394;3;81;3;0;1;987;232;Centro Local;56
GUARA;SP;202402;1000;21394;6;36;3;2;0;987;229;Centro Local;56
GUARA;SP;202403;1000;21394;10;113;7;0;2;987;107;Centro Local;56
GUARACAI;SP;202401;1000;8258;4;33;3;0;0;688;137;Centro Local;7
GUARACAI;SP;202402;1000;8258;5;45;3;0;0;688;70;Centro Local;7
GUARACAI;SP;202403;1000;8258;5;90;4;1;2;688;182;Centro Local;7
GUARACI;SP;202401;1000;11382;5;38;3;0;1;9;0;Centro Local;18
GUARACI;SP;202402;1000;11382;8;172;5;1;0;9;0;Centro Local;18
GUARACI;SP;202403;1000;11382;9;126;6;2;2;9;0;Centro Local;18
GUARANI D'OESTE;SP;202403;1000;1996;1;0;0;0;0;158;0;Centro Local;7
GUARANTA;SP;202401;1000;6685;2;18;1;0;0;620;58;Centro Local;17
GUARANTA;SP;202402;1000;6685;2;9;1;0;0;620;10;Centro Local;17
GUARANTA;SP;202403;1000;6685;4;21;1;1;0;620;85;Centro Local;17
GUARARAPES;SP;202401;1000;33257;13;306;10;1;1;1617;328;Centro Local;65
GUARARAPES;SP;202402;1000;33257;21;268;12;4;2;1617;186;Centro Local;65
GUARARAPES;SP;202403;1000;33257;25;392;14;4;3;1617;462;Centro Local;65
GUARAREMA;SP;202401;2000;30465;5;85;3;0;0;257;41;Centro Local;106
GUARAREMA;SP;202402;2000;30465;9;154;6;0;1;257;66;Centro Local;106
GUARAREMA;SP;202403;2000;30465;11;78;6;2;1;257;33;Centro Local;106
GUARATINGUETA;SP;202401;3000;123192;23;340;16;2;2;6929;1819;Capital Regional;379
GUARATINGUETA;SP;202402;3000;123192;38;516;27;5;5;6929;1913;Capital Regional;379
GUARATINGUETA;SP;202403;3000;123192;50;766;33;11;8;6929;1834;Capital Regional;379
GUAREI;SP;202401;1000;19244;4;22;1;0;0;1022;110;Centro Local;18
GUAREI;SP;202402;1000;19244;5;38;4;1;3;1022;39;Centro Local;18
GUAREI;SP;202403;1000;19244;6;98;4;2;1;1022;27;Centro Local;18
GUARIBA;SP;202401;1000;40857;10;171;8;1;3;104;4;Centro Local;98
GUARIBA;SP;202402;1000;40857;14;182;10;1;1;104;25;Centro Local;98
GUARIBA;SP;202403;1000;40857;19;174;8;6;3;104;25;Centro Local;98
GUARUJA;SP;202401;1000;324977;73;1102;52;4;8;11723;2027;Capital Regional;1050
GUARUJA;SP;202402;1000;324977;109;1443;68;23;14;11723;167;Capital Regional;1050
GUARUJA;SP;202403;1000;324977;137;2062;87;27;28;11723;2844;Capital Regional;1050
GUARULHOS;SP;202401;2000;1404694;282;4187;181;28;37;66645;17858;Metrópole;3322
GUARULHOS;SP;202402;2000;1404694;409;6031;269;67;67;66645;16912;Metrópole;3322
GUARULHOS;SP;202403;2000;1404694;538;7463;354;97;95;66645;3365;Metrópole;3322
GUATAPARA;SP;202401;1000;7760;3;32;2;0;1;495;138;Centro Local;15
GUATAPARA;SP;202402;1000;7760;4;54;2;1;0;495;6;Centro Local;15
GUATAPARA;SP;202403;1000;7760;6;46;3;1;0;495;119;Centro Local;15
GUZOLANDIA;SP;202402;1000;5346;1;17;1;0;0;2;0;Centro Local;16
GUZOLANDIA;SP;202403;1000;5346;1;21;1;0;0;2;0;Centro Local;16
HERCULANDIA;SP;202401;1000;9649;5;30;2;1;0;232;39;Centro Local;17
HERCULANDIA;SP;202402;1000;9649;5;95;4;0;2;232;20;Centro Local;17
HERCULANDIA;SP;202403;1000;9649;7;145;5;1;1;232;55;Centro Local;17
HOLAMBRA;SP;202401;4000;15605;5;32;3;2;0;409;82;Centro Local;53
HOLAMBRA;SP;202402;4000;15605;8;67;2;1;0;409;72;Centro Local;53
HOLAMBRA;SP;202403;4000;15605;12;196;9;0;5;409;49;Centro Local;53
HORTOLANDIA;SP;202401;3000;237570;45;819;31;2;7;2126;605;Metrópole;598
HORTOLANDIA;SP;202402;3000;237570;70;1116;47;7;8;2126;319;Metrópole;598
HORTOLANDIA;SP;202403;3000;237570;108;1524;78;13;18;2126;363;Metrópole;598
IACANGA;SP;202401;2000;12002;7;79;5;1;4;1187;353;Centro Local;34
IACANGA;SP;202402;2000;12002;9;150;7;2;2;1187;339;Centro Local;34
IACANGA;SP;202403;2000;12002;11;97;8;1;1;1187;72;Centro Local;34
IACRI;SP;202401;2000;6269;1;8;1;0;0;552;85;Centro Local;15
IACRI;SP;202402;2000;6269;2;72;2;0;0;552;60;Centro Local;15
IACRI;SP;202403;2000;6269;4;37;3;0;0;552;35;Centro Local;15
IARAS;SP;202402;1000;9786;2;40;2;0;0;799;30;Centro Local;17
IARAS;SP;202403;1000;9786;3;42;2;1;0;799;52;Centro Local;17
IBATE;SP;202401;1000;35830;5;167;4;0;1;3512;171;Capital Regional;87
IBATE;SP;202402;1000;35830;8;102;6;0;0;3512;323;Capital Regional;87
IBATE;SP;202403;1000;35830;13;297;9;2;0;3512;649;Capital Regional;87
IBIRA;SP;202401;1000;12639;6;86;4;1;2;669;181;Centro Local;34
IBIRA;SP;202402;1000;12639;9;104;6;1;2;669;131;Centro Local;34
IBIRA;SP;202403;1000;12639;11;106;8;1;1;669;142;Centro Local;34
IBIRAREMA;SP;202401;1000;7926;5;63;3;0;1;739;45;Centro Local;13
IBIRAREMA;SP;202402;1000;7926;6;37;3;1;1;739;74;Centro Local;13
IBIRAREMA;SP;202403;1000;7926;8;153;5;1;2;739;154;Centro Local;13
IBITINGA;SP;202401;1000;61150;14;121;6;1;1;477;139;Centro Sub-Regional;128
IBITINGA;SP;202402;1000;61150;24;296;11;3;3;477;63;Centro Sub-Regional;128
IBITINGA;SP;202403;1000;61150;34;406;21;4;6;477;65;Centro Sub-Regional;128
IBIUNA;SP;202401;1000;80062;21;259;11;3;4;6527;67;Centro Local;175
IBIUNA;SP;202402;1000;80062;27;384;20;3;8;6527;147;Centro Local;175
IBIUNA;SP;202403;1000;80062;37;427;25;6;3;6527;81;Centro Local;175
ICEM;SP;202402;1000;8363;1;29;1;0;0;796;184;Centro Local;28
ICEM;SP;202403;1000;8363;1;8;1;0;0;796;100;Centro Local;28
IEPE;SP;202401;2000;8228;4;59;3;0;1;323;51;Centro Local;17
IEPE;SP;202402;2000;8228;5;21;3;1;1;323;37;Centro Local;17
IEPE;SP;202403;2000;8228;6;79;3;1;1;323;14;Centro Local;17
IGARACU DO TIETE;SP;202401;1000;24821;2;6;1;1;0;497;140;Centro Local;45
IGARACU DO TIETE;SP;202402;1000;24821;2;64;2;0;1;497;82;Centro Local;45
IGARACU DO TIETE;SP;202403;1000;24821;5;83;4;1;0;497;62;Centro Local;45
IGARAPAVA;SP;202401;2000;30791;9;167;7;0;1;2602;199;Centro Local;43
IGARAPAVA;SP;202402;2000;30791;14;269;11;2;1;2602;159;Centro Local;43
IGARAPAVA;SP;202403;2000;30791;16;138;9;6;2;2602;322;Centro Local;43
IGARATA;SP;202401;1000;9631;2;48;1;0;1;630;177;Centro Local;34
IGARATA;SP;202402;1000;9631;3;26;2;1;1;630;183;Centro Local;34
IGARATA;SP;202403;1000;9631;4;47;3;0;1;630;188;Centro Local;34
IGUAPE;SP;202401;2000;31117;4;47;2;0;0;2454;708;Centro Local;88
IGUAPE;SP;202402;2000;31117;7;85;3;0;0;2454;463;Centro Local;88
IGUAPE;SP;202403;2000;31117;11;245;8;0;4;2454;668;Centro Local;88
ILHA COMPRIDA;SP;202401;5000;11552;1;20;1;0;0;618;108;Centro Local;146
ILHA COMPRIDA;SP;202402;5000;11552;1;0;0;1;0;618;0;Centro Local;146
ILHA COMPRIDA;SP;202403;5000;11552;2;110;2;0;1;618;37;Centro Local;146
ILHA SOLTEIRA;SP;202401;1000;26886;10;75;3;1;0;992;221;Centro de Zona;59
ILHA SOLTEIRA;SP;202402;1000;26886;13;156;7;0;2;992;222;Centro de Zona;59
ILHA SOLTEIRA;SP;202403;1000;26886;14;166;8;2;3;992;68;Centro de Zona;59
ILHABELA;SP;202401;1000;36194;7;195;6;1;4;271;65;Centro Sub-Regional;198
ILHABELA;SP;202402;1000;36194;11;203;8;1;0;271;6;Centro Sub-Regional;198
ILHABELA;SP;202403;1000;36194;15;242;12;2;3;271;45;Centro Sub-Regional;198
INDAIATUBA;SP;202401;4000;260690;62;884;42;10;7;17814;3152;Centro Sub-Regional;645
INDAIATUBA;SP;202402;4000;260690;98;1458;65;17;14;17814;1112;Centro Sub-Regional;645
INDAIATUBA;SP;202403;4000;260690;131;1544;79;27;23;17814;3501;Centro Sub-Regional;645
INDIANA;SP;202401;1000;4873;3;56;3;0;1;58;5;Capital Regional;7
INDIANA;SP;202402;1000;4873;3;27;3;0;0;58;15;Capital Regional;7
INDIANA;SP;202403;1000;4873;3;63;2;1;0;58;6;Capital Regional;7
INDIAPORA;SP;202401;1000;3876;2;14;1;1;0;227;3;Centro Local;6
INDIAPORA;SP;202402;1000;3876;3;83;3;0;1;227;45;Centro Local;6
INDIAPORA;SP;202403;1000;3876;5;127;4;0;0;227;33;Centro Local;6
INUBIA PAULISTA;SP;202401;1000;4045;1;0;0;0;0;24;0;Centro Sub-Regional;10
INUBIA PAULISTA;SP;202402;1000;4045;2;27;2;0;1;24;1;Centro Sub-Regional;10
INUBIA PAULISTA;SP;202403;1000;4045;3;12;1;1;0;24;0;Centro Sub-Regional;10
IPAUSSU;SP;202401;1000;15165;4;60;2;0;1;977;126;Centro Local;47
IPAUSSU;SP;202402;1000;15165;6;92;4;1;1;977;67;Centro Local;47
IPAUSSU;SP;202403;1000;15165;9;143;7;1;2;977;195;Centro Local;47
IPERO;SP;202401;1000;38771;4;48;1;0;0;1382;101;Centro de Zona;59
IPERO;SP;202402;1000;38771;5;27;1;1;1;1382;140;Centro de Zona;59
IPERO;SP;202403;1000;38771;5;53;4;0;3;1382;96;Centro de Zona;59
IPEUNA;SP;202401;6000;7824;1;38;1;0;0;45;11;Centro Sub-Regional;11
IPEUNA;SP;202402;6000;7824;2;44;1;0;0;45;8;Centro Sub-Regional;11
IPEUNA;SP;202403;6000;7824;5;101;3;0;1;45;6;Centro Sub-Regional;11
IPIGUA;SP;202401;1000;5557;3;34;2;0;0;463;43;Capital Regional;10
